"ano";"quilometragem";"estado_conservacao";"preco"
2014;129848;"Bom";29700
2010;50302;"Regular";39590
2015;168645;"Excelente";34162
2020;149253;"Bom";16126
2020;42446;"Regular";36118
2022;236049;"Regular";13173
2022;62411;"Regular";29200
2013;150647;"Excelente";31518
2014;118033;"Bom";25427
2005;77261;"Excelente";44862
2017;217386;"Excelente";29041
2009;97448;"Excelente";39931
2019;93235;"Bom";25023
2024;171581;"Regular";33447
2013;84403;"Regular";21059
2010;135682;"Bom";28830
2017;8182;"Bom";48432
2022;182455;"Bom";15469
2021;200118;"Excelente";27469
2023;140172;"Regular";21625
2013;37659;"Bom";39516
2010;131338;"Excelente";24930
2012;204456;"Bom";13063
2007;35285;"Excelente";51929
2016;176423;"Regular";14122
2008;34769;"Excelente";35779
2020;164844;"Bom";21293
2009;44693;"Bom";28822
2008;5476;"Bom";28222
2010;122647;"Excelente";39471
2013;20538;"Bom";55986
2022;118918;"Ruim";20707
2018;107013;"Excelente";42760
2017;245942;"Excelente";10404
2015;211098;"Regular";10194
2010;221496;"Bom";15584
2020;179573;"Regular";18245
2008;220885;"Regular";21246
2023;122445;"Regular";28479
2013;190956;"Bom";20282
2023;178097;"Excelente";31526
2019;98165;"Bom";21873
2005;162810;"Regular";22431
2012;165533;"Bom";26361
2018;126983;"Regular";21445
2006;119439;"Regular";24436
2021;74422;"Bom";45831
2011;48918;"Bom";40934
2016;34770;"Bom";44561
2021;158499;"Bom";32639
2006;17686;"Bom";54939
2017;54734;"Bom";35727
2016;158722;"Excelente";26095
2009;247820;"Ruim";10000
2018;59619;"Excelente";44474
2021;98569;"Bom";40189
2005;216197;"Bom";18514
2013;124887;"Excelente";24104
2012;135291;"Bom";19938
2021;33495;"Excelente";57088
2007;120182;"Bom";22430
2006;28775;"Bom";34558
2024;100061;"Bom";35328
2012;188033;"Bom";25469
2024;109194;"Excelente";30414
2012;176170;"Excelente";13465
2018;31069;"Ruim";23793
2013;226045;"Regular";15172
2011;243704;"Regular";10000
2023;54219;"Excelente";54743
2017;167735;"Regular";16042
2022;78963;"Bom";32225
2020;131897;"Bom";34256
2024;247619;"Excelente";19266
2009;217555;"Excelente";10000
2010;199765;"Ruim";10000
2018;101560;"Excelente";61929
2008;130654;"Ruim";17760
2011;167223;"Excelente";34719
2016;85687;"Excelente";38108
2005;49543;"Bom";26260
2014;79947;"Bom";38675
2008;228488;"Bom";18135
2020;61656;"Regular";43162
2011;205733;"Regular";17962
2012;201346;"Bom";14186
2016;45345;"Regular";27992
2016;109459;"Excelente";33200
2006;202477;"Bom";12324
2005;105313;"Regular";35898
2007;201871;"Excelente";18682
2020;37453;"Regular";37843
2016;214700;"Bom";12278
2023;241966;"Bom";16134
2012;220178;"Regular";15349
2022;166666;"Regular";26012
2012;88122;"Regular";23173
2010;64673;"Regular";32646
2010;188820;"Bom";26258
2013;112935;"Regular";23070
2014;240214;"Regular";10000
2013;55612;"Bom";40487
2017;229446;"Ruim";10000
2012;87675;"Excelente";43925
2009;110564;"Excelente";32847
2024;55538;"Ruim";33156
2014;42440;"Regular";26486
2021;202660;"Excelente";29837
2018;35928;"Excelente";47167
2015;198030;"Bom";23551
2012;226686;"Excelente";17873
2009;204102;"Bom";21584
2023;245087;"Bom";13938
2012;103122;"Excelente";30521
2017;199243;"Bom";24399
2010;75431;"Bom";43388
2022;173104;"Excelente";25310
2008;5134;"Bom";41232
2015;229919;"Bom";12064
2023;189216;"Regular";26084
2017;124231;"Ruim";20253
2017;48257;"Bom";44833
2020;179494;"Bom";13618
2023;239488;"Ruim";10205
2024;201516;"Regular";12121
2011;104854;"Regular";22725
2010;180033;"Regular";15443
2008;139446;"Excelente";27797
2005;69421;"Bom";22930
2016;208267;"Regular";17288
2014;5174;"Bom";51296
2017;66987;"Ruim";29916
2015;175865;"Bom";17615
2012;169411;"Excelente";28313
2010;60573;"Regular";20591
2008;220964;"Ruim";10221
2011;94548;"Bom";38958
2023;148946;"Bom";28922
2023;224893;"Bom";22859
2013;241669;"Bom";15717
2018;248839;"Bom";10000
2022;88359;"Excelente";33678
2022;109955;"Ruim";19439
2009;201210;"Ruim";10509
2022;17756;"Bom";47190
2013;192539;"Excelente";29707
2006;189251;"Regular";12322
2006;149161;"Ruim";15715
2017;52345;"Bom";30283
2009;226304;"Excelente";13832
2017;168670;"Excelente";31285
2007;113692;"Excelente";19139
2023;45668;"Bom";69254
2010;111644;"Bom";32617
2016;85935;"Ruim";22048
2022;140363;"Excelente";38267
2022;84336;"Bom";48087
2016;189453;"Excelente";23695
2009;201160;"Regular";17309
2024;50893;"Bom";47199
2018;109744;"Excelente";44294
2009;30856;"Excelente";49478
2006;87648;"Bom";25507
2018;43728;"Bom";49104
2013;160383;"Excelente";30639
2007;79792;"Ruim";21953
2019;205402;"Excelente";23779
2010;202547;"Regular";15828
2021;117886;"Bom";48696
2018;164459;"Regular";16881
2020;234635;"Excelente";15351
2016;134673;"Regular";28550
2021;216790;"Regular";14404
2011;198627;"Excelente";24111
2022;177836;"Bom";27146
2013;215614;"Ruim";10004
2012;115403;"Regular";24944
2022;19251;"Excelente";78255
2017;208776;"Ruim";14025
2022;115657;"Bom";40671
2018;91587;"Bom";40671
2010;107048;"Bom";31959
2006;83671;"Regular";27348
2019;226124;"Excelente";20832
2009;69644;"Bom";27153
2009;89949;"Regular";30401
2006;54515;"Excelente";34633
2005;141211;"Regular";28090
2012;236726;"Excelente";17220
2008;218792;"Regular";10000
2020;115315;"Bom";24903
2011;231538;"Excelente";20154
2021;244103;"Bom";11872
2009;196494;"Bom";14502
2005;40399;"Bom";48059
2021;122488;"Excelente";36202
2005;178950;"Bom";19032
2016;160784;"Bom";23255
2020;34783;"Bom";51387
2005;9458;"Bom";42862
2017;50885;"Excelente";42742
2023;25481;"Regular";47181
2011;174098;"Bom";18887
2007;16912;"Bom";45973
2014;191921;"Bom";25171
2014;214428;"Excelente";16733
2016;106763;"Excelente";29623
2013;197690;"Excelente";17398
2024;108453;"Regular";16852
2023;217100;"Bom";22764
2008;93175;"Regular";24482
2006;193725;"Regular";10000
2022;39436;"Bom";46698
2020;108787;"Excelente";29903
2018;135877;"Ruim";23129
2005;174727;"Excelente";19991
2011;41805;"Regular";41050
2014;186716;"Excelente";33962
2024;231106;"Bom";17430
2015;224620;"Regular";23845
2009;149182;"Excelente";24806
2024;59046;"Bom";46138
2008;56437;"Excelente";32014
2010;161180;"Regular";17445
2019;244211;"Regular";19676
2023;28476;"Excelente";67835
2007;190222;"Regular";14413
2018;13004;"Excelente";50676
2024;160680;"Excelente";39825
2010;20865;"Excelente";34177
2013;186637;"Excelente";16538
2014;11645;"Excelente";40531
2012;78431;"Excelente";54927
2006;51713;"Excelente";47974
2023;152011;"Bom";19981
2022;30108;"Excelente";54398
2005;216438;"Bom";16467
2006;241593;"Regular";10000
2015;215765;"Excelente";19625
2023;195969;"Excelente";20916
2023;99924;"Bom";30729
2014;103767;"Bom";27239
2007;21388;"Ruim";28510
2017;89553;"Bom";55953
2013;5322;"Ruim";26034
2005;232721;"Ruim";13150
2021;182135;"Regular";13916
2007;152483;"Bom";18975
2018;155759;"Bom";28506
2020;58797;"Excelente";68610
2010;9926;"Bom";46669
2006;115209;"Excelente";35739
2008;245391;"Excelente";11115
2023;131658;"Bom";37884
2022;223263;"Bom";16038
2005;116786;"Regular";16405
2018;17458;"Bom";54453
2019;246803;"Bom";10000
2015;54994;"Excelente";49576
2013;209594;"Regular";16311
2005;11953;"Ruim";33793
2008;182008;"Bom";14355
2021;230105;"Bom";19063
2009;79190;"Bom";28718
2007;151357;"Bom";28085
2021;235093;"Regular";19607
2010;183441;"Bom";17779
2018;199657;"Bom";13277
2012;122436;"Excelente";27523
2021;16628;"Bom";69751
2023;123938;"Bom";37493
2014;65729;"Ruim";25737
2023;33362;"Regular";36152
2023;237093;"Bom";11064
2006;6283;"Regular";46021
2018;12573;"Excelente";47374
2023;200583;"Bom";26659
2020;85776;"Regular";18104
2023;164203;"Regular";24274
2017;140638;"Ruim";15293
2012;15343;"Bom";30580
2010;36480;"Excelente";33394
2006;140057;"Bom";19912
2021;224594;"Ruim";16302
2022;139034;"Ruim";26261
2011;76795;"Regular";30254
2019;232807;"Excelente";10000
2005;89347;"Excelente";26653
2021;235511;"Bom";10602
2006;18391;"Bom";32498
2014;164666;"Bom";22870
2009;129414;"Bom";24276
2017;14760;"Excelente";62141
2008;73321;"Bom";25851
2012;58970;"Bom";30733
2019;85583;"Regular";22756
2018;59381;"Excelente";47371
2017;106353;"Regular";29263
2019;161182;"Bom";28339
2007;218217;"Bom";17590
2014;49102;"Bom";33040
2016;66646;"Ruim";28562
2011;97899;"Excelente";35511
2011;69087;"Bom";31600
2005;66234;"Bom";29475
2005;135253;"Regular";27319
2020;34577;"Excelente";65214
2008;159684;"Regular";20370
2023;117045;"Excelente";37179
2014;13271;"Excelente";57116
2023;16248;"Bom";49117
2005;25961;"Regular";37709
2023;58692;"Excelente";58923
2016;131805;"Bom";22589
2013;221987;"Excelente";16609
2007;203190;"Regular";12869
2020;137220;"Bom";23954
2019;147783;"Bom";30573
2013;124226;"Bom";31800
2023;71136;"Excelente";66369
2008;134240;"Ruim";18049
2024;107177;"Bom";33893
2007;52001;"Bom";24664
2008;209316;"Excelente";18557
2005;158688;"Regular";16380
2024;195421;"Bom";22803
2021;96322;"Ruim";23236
2006;35498;"Excelente";42141
2010;149691;"Bom";32484
2024;210313;"Excelente";15387
2009;45697;"Excelente";47755
2006;67151;"Bom";28762
2014;112521;"Regular";31027
2008;180894;"Regular";17785
2018;214083;"Ruim";19807
2005;114070;"Bom";23406
2021;178734;"Bom";27558
2015;111139;"Bom";48930
2018;196298;"Regular";13883
2020;180851;"Bom";14635
2006;30891;"Bom";36332
2022;248407;"Regular";11185
2014;167860;"Bom";32501
2007;124356;"Bom";27796
2020;209982;"Bom";27955
2014;56230;"Ruim";16475
2010;56997;"Bom";32752
2010;213345;"Bom";15830
2017;78247;"Bom";38036
2005;97853;"Regular";21717
2005;209219;"Excelente";19840
2023;123218;"Bom";37558
2022;117099;"Excelente";36879
2005;47822;"Bom";25968
2024;190451;"Ruim";15369
2021;168756;"Bom";24970
2009;120096;"Bom";32003
2012;23568;"Bom";35402
2014;200837;"Bom";18266
2005;33942;"Regular";42425
2024;207414;"Excelente";30449
2007;171537;"Regular";22429
2016;220127;"Ruim";10000
2019;229184;"Bom";17664
2024;224864;"Excelente";20271
2022;204342;"Ruim";10000
2016;140089;"Regular";33315
2021;194905;"Ruim";11843
2007;234839;"Regular";10312
2017;19559;"Regular";25990
2008;178888;"Regular";13224
2019;170521;"Regular";26166
2009;175299;"Ruim";16198
2021;62609;"Bom";32793
2017;207018;"Bom";14987
2011;133754;"Regular";21378
2019;63897;"Bom";38343
2022;227833;"Bom";22459
2019;188051;"Excelente";25087
2009;20127;"Bom";40140
2023;178338;"Bom";23528
2020;203942;"Bom";22371
2012;216411;"Excelente";17314
2010;13363;"Bom";32377
2022;96407;"Excelente";37590
2023;25564;"Ruim";33094
2021;19896;"Ruim";30562
2009;149207;"Excelente";28615
2012;51290;"Bom";39259
2005;237468;"Bom";11746
2020;71759;"Ruim";24725
2013;75375;"Regular";28464
2005;229393;"Excelente";10000
2010;49909;"Excelente";36138
2006;72287;"Regular";17194
2019;125512;"Excelente";46095
2010;201592;"Ruim";10000
2019;210964;"Excelente";20590
2005;219626;"Regular";12221
2014;201780;"Excelente";20158
2015;242490;"Excelente";15704
2007;118693;"Ruim";23402
2006;43474;"Excelente";30574
2023;211380;"Excelente";22809
2012;90132;"Bom";24320
2020;145149;"Excelente";35967
2018;168816;"Excelente";27435
2009;119994;"Bom";34300
2007;47023;"Regular";28406
2022;131734;"Excelente";26795
2012;142742;"Excelente";26152
2013;218851;"Excelente";18157
2008;93399;"Excelente";37693
2013;57043;"Excelente";39728
2018;46196;"Bom";50252
2012;42741;"Excelente";56539
2011;177014;"Excelente";22361
2008;97654;"Excelente";30554
2007;171466;"Bom";19843
2010;116771;"Excelente";45165
2009;167645;"Bom";19253
2016;180648;"Excelente";23169
2023;71816;"Bom";43827
2018;165368;"Ruim";23871
2012;104144;"Bom";30528
2018;240810;"Bom";11279
2015;203354;"Bom";21975
2020;99772;"Excelente";46524
2023;12405;"Ruim";29838
2015;243073;"Bom";10043
2024;54256;"Regular";34165
2012;230353;"Regular";21755
2006;199469;"Bom";15861
2014;200690;"Regular";14500
2020;240189;"Excelente";23068
2023;157236;"Regular";20339
2010;235973;"Ruim";11676
2005;147654;"Excelente";22259
2024;235295;"Excelente";18444
2011;12814;"Ruim";25063
2016;44553;"Regular";33943
2009;20981;"Excelente";48989
2005;208519;"Regular";10323
2023;57573;"Excelente";43093
2017;125771;"Ruim";23226
2019;135678;"Bom";28293
2014;216041;"Excelente";19371
2012;224532;"Bom";19756
2016;139603;"Regular";24100
2010;46501;"Regular";31909
2017;53964;"Bom";51526
2007;157051;"Regular";14844
2016;175108;"Regular";13143
2019;8697;"Bom";38125
2020;120992;"Bom";29387
2010;248264;"Excelente";15672
2016;86269;"Bom";43713
2014;108605;"Ruim";22167
2023;51438;"Ruim";27097
2009;12156;"Bom";44608
2008;198784;"Regular";13865
2010;213621;"Bom";21778
2014;195306;"Bom";20095
2022;223293;"Bom";19002
2017;89139;"Bom";31634
2017;196165;"Bom";20688
2019;224073;"Excelente";25487
2020;207214;"Excelente";23654
2023;149890;"Bom";30558
2007;106653;"Excelente";25687
2016;218768;"Bom";18352
2016;227183;"Bom";20881
2018;148642;"Bom";24196
2006;104838;"Bom";37579
2018;75084;"Bom";28362
2024;12064;"Bom";56698
2017;59231;"Bom";48309
2006;242960;"Excelente";10031
2005;75761;"Regular";31325
2013;221418;"Ruim";10000
2024;191123;"Bom";29985
2012;193316;"Bom";24159
2017;16740;"Bom";57658
2022;29952;"Bom";49310
2013;237594;"Excelente";10730
2023;206492;"Bom";32005
2013;65938;"Bom";22086
2023;114268;"Excelente";41828
2012;89950;"Regular";32220
2018;220337;"Bom";16779
2022;133685;"Bom";30493
2012;243928;"Regular";11084
2005;198463;"Bom";11979
2021;80196;"Bom";39451
2024;209232;"Regular";21755
2013;176930;"Excelente";25706
2005;72411;"Excelente";35930
2011;228941;"Regular";10000
2022;67323;"Bom";59159
2020;216990;"Bom";28813
2024;26462;"Ruim";27273
2018;132460;"Bom";30075
2021;5572;"Excelente";49154
2010;74741;"Excelente";48491
2005;129431;"Excelente";42308
2010;185176;"Bom";14874
2006;36109;"Bom";34399
2010;189332;"Bom";14405
2008;55292;"Bom";42976
2019;54916;"Excelente";56691
2012;16911;"Bom";41791
2023;19260;"Excelente";80708
2013;145771;"Regular";29577
2005;179425;"Ruim";16198
2005;215906;"Regular";10000
2024;125415;"Excelente";44630
2006;210356;"Excelente";19054
2017;60437;"Regular";36542
2016;161829;"Bom";28944
2005;127845;"Regular";26456
2013;66225;"Bom";30566
2023;211527;"Excelente";17953
2012;110669;"Regular";32374
2010;155045;"Excelente";28067
2022;20118;"Excelente";39603
2021;108120;"Bom";37036
2018;5889;"Regular";35359
2021;63661;"Regular";35111
2020;196036;"Regular";18049
2014;132652;"Excelente";25053
2018;129231;"Bom";47011
2012;103738;"Excelente";20082
2005;217352;"Bom";18416
2012;130901;"Excelente";28643
2019;208228;"Bom";13776
2010;199411;"Bom";24429
2014;50245;"Excelente";51159
2007;213157;"Excelente";20588
2010;38149;"Regular";27718
2009;24491;"Ruim";21359
2007;202877;"Regular";17959
2024;178310;"Regular";25393
2008;8016;"Bom";32356
2023;91338;"Excelente";34191
2024;188444;"Bom";28606
2024;183775;"Bom";18198
2007;11090;"Bom";31983
2020;8832;"Bom";40234
2020;16666;"Ruim";33454
2015;248733;"Regular";12234
2010;157655;"Bom";24189
2018;123437;"Ruim";22812
2018;74483;"Excelente";45926
2014;107259;"Bom";31019
2006;141435;"Excelente";39764
2013;153729;"Bom";21318
2022;159829;"Excelente";21686
2019;50562;"Bom";31662
2011;44482;"Regular";31889
2014;130198;"Bom";20296
2008;77997;"Excelente";33159
2010;168587;"Bom";19097
2007;145797;"Bom";19550
2018;95407;"Bom";34979
2019;158197;"Excelente";44316
2013;206176;"Bom";18565
2018;143007;"Regular";28294
2012;83411;"Bom";41257
2012;71796;"Bom";34240
2008;181259;"Regular";19728
2007;45211;"Excelente";37621
2018;101696;"Regular";48423
2021;179045;"Bom";28304
2006;14103;"Regular";28139
2019;113233;"Regular";24947
2015;157538;"Regular";30646
2015;103198;"Bom";34303
2011;138899;"Excelente";33339
2019;110523;"Regular";31709
2017;194376;"Excelente";20320
2020;7864;"Excelente";59642
2013;236965;"Bom";14923
2010;153865;"Regular";20773
2005;131020;"Excelente";28884
2007;5071;"Ruim";35038
2009;223244;"Bom";10406
2011;24168;"Bom";35547
2015;131258;"Regular";28441
2007;79850;"Excelente";31690
2013;79552;"Ruim";21028
2016;158149;"Ruim";26024
2008;82576;"Excelente";38293
2020;224664;"Bom";10000
2011;209408;"Excelente";16042
2015;31164;"Bom";48661
2024;131244;"Regular";29719
2009;237143;"Bom";11467
2007;195713;"Excelente";23218
2011;29698;"Ruim";20172
2011;138420;"Excelente";27386
2005;84593;"Bom";19178
2015;47385;"Excelente";49906
2024;108364;"Bom";36180
2022;139282;"Bom";33832
2005;193629;"Bom";16492
2020;49276;"Bom";43681
2020;202040;"Excelente";21817
2007;10313;"Excelente";52995
2014;154919;"Bom";19321
2005;50464;"Bom";29864
2019;100353;"Regular";26265
2015;22197;"Regular";26807
2017;210862;"Bom";21304
2009;33122;"Bom";53553
2019;110332;"Bom";36749
2018;62295;"Bom";39492
2011;96201;"Bom";23137
2010;197608;"Ruim";12986
2020;240754;"Bom";10000
2018;87962;"Bom";43885
2016;214702;"Bom";17375
2022;83419;"Bom";39651
2006;167321;"Excelente";19466
2024;37254;"Bom";50516
2011;209039;"Excelente";21702
2013;112977;"Bom";28160
2006;207191;"Regular";23108
2023;208489;"Excelente";16390
2011;51306;"Bom";44356
2006;196563;"Excelente";16353
2012;220147;"Bom";15234
2006;194843;"Regular";14488
2017;207416;"Regular";10000
2014;170394;"Bom";19856
2017;245248;"Excelente";14526
2010;33642;"Excelente";38300
2006;209063;"Bom";20263
2009;153034;"Bom";23843
2007;205974;"Bom";19506
2009;71491;"Bom";23944
2010;25255;"Bom";44416
2010;109489;"Bom";18001
2019;207569;"Bom";24304
2005;220317;"Ruim";10000
2019;135709;"Ruim";22554
2019;135316;"Excelente";41137
2010;102206;"Excelente";41390
2010;164862;"Regular";20686
2018;193258;"Bom";10000
2022;170659;"Regular";26729
2008;218803;"Bom";16438
2019;177196;"Bom";19518
2023;187713;"Bom";26031
2014;39670;"Bom";38033
2014;75599;"Excelente";58096
2008;164148;"Excelente";36004
2009;170916;"Bom";22887
2015;200782;"Ruim";16032
2007;124171;"Regular";30368
2013;45650;"Excelente";65617
2007;78628;"Excelente";29791
2005;79014;"Excelente";32774
2024;100044;"Ruim";19576
2020;9898;"Bom";65855
2016;227506;"Bom";19395
2019;154074;"Bom";22446
2015;163198;"Excelente";41340
2006;114957;"Bom";35513
2012;96614;"Regular";44404
2023;36698;"Bom";40529
2012;163583;"Excelente";25422
2014;83897;"Excelente";34780
2023;166033;"Bom";19327
2014;23700;"Bom";60125
2016;83186;"Regular";28456
2009;204139;"Excelente";19026
2018;62912;"Excelente";39828
2021;59331;"Bom";33455
2014;140096;"Bom";28607
2024;177001;"Bom";28945
2008;67688;"Bom";38336
2018;101916;"Bom";42849
2023;187223;"Bom";27429
2015;168921;"Excelente";26468
2018;90079;"Ruim";10013
2017;68745;"Regular";36493
2018;166336;"Bom";26272
2016;204374;"Bom";23346
2022;136913;"Excelente";49256
2024;118812;"Bom";25584
2007;138815;"Bom";36629
2014;171073;"Bom";18673
2008;172022;"Bom";20950
2011;171953;"Bom";25076
2013;229456;"Ruim";12936
2024;194226;"Excelente";23983
2005;161349;"Regular";12913
2018;134362;"Regular";26435
2019;201272;"Excelente";22012
2017;168102;"Regular";21990
2008;61514;"Excelente";35448
2008;75734;"Bom";45360
2012;87357;"Bom";37726
2019;8645;"Bom";70248
2021;217270;"Excelente";21742
2017;207224;"Bom";15366
2023;198055;"Ruim";19220
2024;134378;"Bom";23784
2011;153742;"Excelente";29243
2007;56261;"Excelente";41736
2023;45188;"Bom";37410
2007;49055;"Bom";49473
2013;203257;"Bom";18560
2006;121524;"Regular";16734
2017;113971;"Excelente";51073
2018;12331;"Bom";47723
2013;189571;"Excelente";20187
2008;224956;"Regular";14199
2012;78106;"Bom";38438
2016;105126;"Bom";27682
2007;17061;"Ruim";27053
2007;135795;"Excelente";33025
2015;29886;"Bom";37691
2013;168232;"Bom";20208
2012;54666;"Bom";40168
2015;16928;"Bom";47764
2006;66217;"Bom";36821
2006;237426;"Ruim";10000
2005;58108;"Bom";28798
2022;239621;"Excelente";24533
2014;10369;"Excelente";48931
2009;19133;"Excelente";41577
2016;247622;"Excelente";12922
2012;30142;"Regular";29463
2020;46710;"Bom";48497
2011;157253;"Regular";25498
2019;232498;"Ruim";11194
2021;193259;"Bom";17292
2013;54312;"Excelente";55755
2020;6021;"Bom";53053
2021;139602;"Bom";34843
2013;248688;"Bom";13250
2022;156524;"Excelente";32679
2009;46831;"Bom";30866
2022;52059;"Regular";34124
2022;103461;"Bom";29143
2011;71382;"Bom";34667
2015;123524;"Excelente";37943
2006;109435;"Excelente";40680
2017;89558;"Bom";30610
2010;248815;"Excelente";17431
2019;69711;"Bom";51116
2018;15331;"Regular";34082
2022;132992;"Excelente";39148
2014;167190;"Excelente";25094
2017;231021;"Bom";19445
2018;220991;"Excelente";17707
2014;227803;"Excelente";25411
2015;120513;"Regular";16370
2015;26404;"Bom";40982
2006;219399;"Excelente";25489
2020;81519;"Bom";34261
2008;56364;"Excelente";44895
2017;240054;"Bom";17490
2020;38788;"Regular";34513
2018;235211;"Excelente";18291
2011;69831;"Excelente";47883
2016;42674;"Bom";29517
2022;79122;"Bom";38211
2016;242356;"Bom";11531
2017;32842;"Excelente";55183
2022;44907;"Regular";45973
2014;214337;"Regular";16034
2013;69912;"Excelente";49496
2010;244629;"Bom";10271
2015;147037;"Excelente";28796
2015;84114;"Excelente";41890
2015;108915;"Bom";32597
2021;212976;"Bom";21450
2018;12450;"Excelente";41723
2012;23904;"Regular";28365
2006;31846;"Excelente";40661
2020;121285;"Regular";28378
2023;199458;"Excelente";28750
2013;142913;"Excelente";28187
2019;6369;"Regular";33719
2022;21112;"Bom";41837
2006;169756;"Bom";16428
2012;28473;"Bom";40758
2016;24008;"Excelente";49048
2023;199158;"Regular";21280
2024;112148;"Regular";25475
2022;38474;"Bom";47516
2014;123800;"Ruim";29321
2017;204994;"Ruim";14992
2023;224318;"Excelente";20822
2024;48256;"Excelente";59003
2006;83024;"Excelente";25421
2006;186666;"Bom";20674
2013;76857;"Bom";29121
2016;93635;"Excelente";40458
2010;201028;"Bom";13279
2006;181445;"Bom";16001
2018;89646;"Regular";22910
2008;79841;"Bom";48393
2008;173619;"Bom";24012
2012;24467;"Regular";34787
2015;212874;"Regular";18726
2024;78800;"Regular";22764
2017;61091;"Bom";37533
2020;153539;"Excelente";25951
2024;194367;"Excelente";22754
2006;225905;"Regular";18794
2010;92215;"Bom";25498
2020;211847;"Excelente";25226
2013;172260;"Bom";19238
2020;166745;"Excelente";38399
2018;87188;"Excelente";52434
2023;66603;"Excelente";53632
2021;237627;"Bom";12920
2022;76195;"Bom";46171
2022;211470;"Regular";12793
2006;184836;"Excelente";24152
2007;108629;"Regular";18516
2015;147309;"Excelente";34229
2010;6034;"Regular";26409
2015;53556;"Bom";28578
2005;225871;"Ruim";15911
2006;162538;"Bom";18335
2010;109834;"Excelente";43019
2014;135713;"Excelente";32035
2022;27285;"Excelente";68707
2022;230429;"Excelente";12772
2010;139049;"Bom";25407
2006;72935;"Ruim";18272
2021;129595;"Bom";34083
2007;48667;"Excelente";34005
2016;84121;"Excelente";56684
2015;61752;"Bom";38777
2017;212833;"Regular";15654
2012;163104;"Regular";14771
2006;54105;"Bom";36168
2023;156874;"Ruim";25130
2011;145235;"Excelente";24409
2007;76618;"Ruim";25210
2020;30655;"Excelente";44685
2012;53208;"Regular";30815
2013;163388;"Bom";23821
2023;43304;"Bom";62870
2006;158004;"Ruim";17658
2012;105804;"Bom";31288
2014;21975;"Bom";46689
2021;120623;"Bom";36546
2013;92294;"Bom";32660
2023;216677;"Regular";16962
2010;190032;"Regular";19417
2018;238079;"Excelente";17304
2006;221822;"Excelente";15692
2010;97856;"Ruim";25931
2008;178432;"Bom";27083
2011;183384;"Bom";22951
2019;93959;"Regular";26187
2009;129652;"Excelente";32474
2012;246596;"Excelente";14609
2005;14150;"Regular";28561
2016;83363;"Regular";30229
2013;146207;"Regular";30083
2024;35285;"Bom";53411
2023;110434;"Excelente";51312
2021;66717;"Excelente";50643
2014;218906;"Bom";19532
2008;228178;"Bom";10463
2014;139281;"Bom";21343
2011;89251;"Regular";30602
2009;174986;"Regular";17629
2014;176599;"Excelente";22838
2009;209562;"Bom";16029
2016;237667;"Regular";10198
2023;241432;"Regular";10604
2005;94928;"Excelente";29431
2014;60935;"Bom";31586
2012;67919;"Bom";42467
2019;151437;"Bom";43266
2005;81464;"Bom";44773
2013;51972;"Regular";45229
2010;249378;"Regular";10000
2019;5543;"Excelente";68787
2013;58605;"Ruim";36996
2022;21758;"Excelente";43065
2012;158218;"Bom";23702
2012;190386;"Bom";22523
2019;203659;"Excelente";19039
2010;227297;"Bom";21213
2021;36481;"Bom";39178
2009;62635;"Excelente";43917
2011;167743;"Excelente";26247
2011;158009;"Bom";27341
2005;208360;"Excelente";10000
2017;82980;"Excelente";37247
2009;125659;"Excelente";31350
2015;148663;"Bom";25780
2009;57095;"Regular";25159
2019;79740;"Regular";27289
2019;108656;"Ruim";21710
2005;175173;"Regular";10000
2010;162726;"Bom";36901
2023;187739;"Excelente";29432
2021;80187;"Bom";34455
2013;241865;"Bom";10164
2020;190203;"Excelente";34185
2014;217694;"Ruim";10000
2021;103321;"Excelente";39904
2015;36973;"Regular";46910
2018;67683;"Bom";57353
2010;38907;"Regular";22936
2022;233657;"Excelente";21780
2016;82996;"Excelente";39384
2012;23030;"Bom";34173
2009;118224;"Ruim";14418
2013;158402;"Excelente";22316
2011;131914;"Bom";37440
2024;102051;"Bom";34186
2011;56095;"Bom";34939
2009;117044;"Ruim";17261
2010;19296;"Bom";31282
2009;117575;"Bom";16688
2012;243444;"Regular";10000
2016;55726;"Bom";43968
2024;213825;"Excelente";18749
2009;69340;"Excelente";46592
2018;14391;"Bom";50654
2016;79622;"Ruim";28198
2022;169262;"Excelente";26831
2024;207711;"Excelente";23780
2006;178920;"Regular";12244
2016;209319;"Bom";12605
2023;44898;"Excelente";40817
2023;196036;"Ruim";11948
2019;113393;"Bom";27924
2023;206308;"Excelente";22228
2009;83647;"Bom";21765
2023;246601;"Bom";14875
2018;138044;"Excelente";34686
2017;249301;"Bom";13675
2020;183897;"Bom";24561
2010;85197;"Bom";20928
2019;30334;"Bom";59003
2017;15284;"Ruim";28425
2023;128626;"Excelente";41635
2007;178262;"Excelente";21878
2010;147068;"Bom";20695
2019;61919;"Bom";38347
2012;197627;"Bom";18757
2011;162897;"Regular";18719
2008;57782;"Ruim";25854
2015;36025;"Ruim";24125
2008;14640;"Excelente";55214
2021;174596;"Bom";21443
2006;59588;"Excelente";33223
2016;32340;"Bom";37289
2010;212878;"Ruim";13816
2006;243602;"Bom";15730
2022;198220;"Excelente";17104
2012;48876;"Excelente";34375
2015;123942;"Bom";35972
2008;218043;"Bom";15573
2014;94470;"Regular";20758
2015;48076;"Bom";50926
2006;148922;"Bom";18587
2018;165423;"Ruim";19503
2024;7771;"Bom";44888
